MAE (Yield),MAE (Irrigation),smt_1,smt_2,smt_3,smt_4,CCx,WP,Kcb,HI0,a_HI,Zmax
1.95721703507697,46.588945027731135,49.801257634141834,30.49097534895701,44.43972795865875,59.96789205032313,0.9761212675405633,31.302589159099035,1.0579745598437174,0.49720810432824314,0.7335809535797265,1.2008445364350115
1.8102549903728382,49.334615103973775,45.934439023718625,30.091081362900507,34.4813683590834,59.4681807676032,0.9684687988399038,32.084432088962984,1.0551773141103176,0.4990383533444747,2.1158506001701345,1.2100315660826264
1.8408348106929648,48.78915434003934,44.77268207382729,30.6410927197981,34.39780515559919,59.4652964982911,0.9541635241452527,32.436172314642576,1.0601329158332162,0.49449635037399836,2.396340990002575,1.2144617007270608
1.9587300601422717,46.55666355232131,49.78874709575344,30.450766178813023,44.43972795865875,59.67237993025756,0.9787894646293905,31.95844332264986,1.0579759154621589,0.49513650830910744,0.8016232438869673,1.2008704982432201
1.9969442052034607,44.41551720677704,53.078741691069425,30.14023646203511,44.75562524739971,59.78235492784679,0.9792829289060875,30.29899437999649,1.068720705139592,0.5077002221380106,0.5000031169616432,1.3451182741436885
1.9350695758284506,47.03587345723934,47.556075774989765,30.450975479697274,44.43972795865875,59.836230642949886,0.9733029228647625,32.098774100019696,1.0577437686790283,0.4951565952435645,0.7501072798011806,1.200001143790684
1.9188145448318887,47.76969912609181,47.59505665521738,30.545535872549248,44.45253048090956,59.92774695564061,0.9753172795563637,31.496928780750345,1.0577437686790283,0.49907670680290417,0.5358972961557291,1.2010185206334265
1.8073366266098985,49.447544415904915,45.93618068064638,30.068291868258104,34.48274709923146,59.486245786540685,0.9684696301304163,32.229423918123246,1.055180635734708,0.49582711635058974,2.113643526256105,1.2114301835896084
1.9599235503710526,46.3599422408459,49.78874709575344,30.483908092561997,44.43972795865875,59.67239240082186,0.9787894646293905,31.95104417188436,1.0579759154621589,0.49685690385333386,0.9020476617814193,1.201111729371792
1.9188145448318887,47.76969912609181,47.59505665521738,30.545535872549248,44.45253048090956,59.93691739795339,0.9753172795563637,31.496928780750345,1.0577437686790283,0.49907670680290417,0.5358972961557291,1.2010185206334265
2.242572111529481,40.26943918304917,54.81484417883313,30.000007243934817,46.21361135620839,59.364883724442336,0.9544014800370088,30.820504146348807,1.0567556867379255,0.5138862675863346,0.5000471162228486,1.2011751563981312
2.088472984640182,43.30728498510819,54.964936803845816,32.96460755869418,44.53261914761167,59.98755147210454,0.9695572887431113,30.18307501446696,1.0346933284245112,0.5249356122114264,0.5000569304165527,1.2041459132904158
1.6641218535058908,54.9697738040295,41.359781768794704,30.061028710892884,34.47996624558881,58.86175543285964,0.9651197295938179,31.643510322615555,1.027712239592025,0.5179141468990169,1.9046379171702164,1.2173612907865803
1.8719709887630134,48.55290531098688,46.04780755479562,30.02837245895025,34.700400676861314,59.48811719068254,0.9518179178666445,30.815607096175043,1.0601329158332162,0.5143941780005418,1.784326387440336,1.2147864383589293
1.9695573044827066,46.163220929370496,49.96542955755729,30.47342727124301,44.46092732323696,59.66899624298918,0.9790069063208131,31.9634974575,1.0579701595694324,0.49413329580227455,0.719084045789464,1.201039645814504
2.537704821694647,40.08379615023934,54.999654304279346,31.414523059560292,53.93327221462812,57.52021670033748,0.96803454775453,30.411420833336685,1.0754593153784218,0.5059545934516287,0.5001226441328326,1.200008182483343
1.7618135959842145,51.93464354631802,41.48163538049668,31.257209272054915,33.39176680645668,59.89426073350613,0.9595772530734008,32.165735829662104,1.0277133599785766,0.5107022862368266,3.0075056947821386,1.216800903583041
1.9192702224470968,47.376256503140986,47.59505665521738,30.54267278980725,44.45247480552204,59.94299560909098,0.9753172795563637,31.454976551785006,1.0577437686790283,0.49903157376021307,0.5356780668097247,1.2010225416775995
1.7467741047868677,52.68314470133442,41.38209225018893,31.24243172177196,33.370084455501335,59.70452420741905,0.9603460344807974,32.21145602341542,1.0277133681829813,0.5105547491764822,2.1270855149107946,1.2165495635133396
2.538136076851772,39.88707483876393,54.9760975323396,31.41997461736381,53.93327221462812,57.530164225430816,0.96803454775453,30.59889321437782,1.0754593153784218,0.5076174939743019,0.5101611193609803,1.20000614469773
