,iteration,obj_variable,MAE,RMSE,R^2,Pearson r,Data_set,prms
48,17,Irrigation,89.07049004716788,123.54360921218114,-0.2997999995687177,0.4808194401843668,withoutET_full_data,"{'SMT1': 30.0, 'SMT2': 61.50945617946886, 'SMT3': 64.74678830589443, 'SMT4': 37.161664398020186, 'CCx': 0.9638200116724714, 'WP': 32.49498153294086, 'Kcb': 1.000473209316776, 'HI0': 0.5180671430616615, 'a_HI': 4.201721655486342, 'Zmax': 2.1872128636893815}"
49,17,Yield,2.296554042885768,3.3555970334934044,-0.5830988128382624,0.41408468650825253,withoutET_full_data,"{'SMT1': 30.0, 'SMT2': 61.50945617946886, 'SMT3': 64.74678830589443, 'SMT4': 37.161664398020186, 'CCx': 0.9638200116724714, 'WP': 32.49498153294086, 'Kcb': 1.000473209316776, 'HI0': 0.5180671430616615, 'a_HI': 4.201721655486342, 'Zmax': 2.1872128636893815}"
50,17,ET,65.25230819166781,82.02364795466693,-0.9981573958428822,-0.05991323286090753,withoutET_full_data,"{'SMT1': 30.0, 'SMT2': 61.50945617946886, 'SMT3': 64.74678830589443, 'SMT4': 37.161664398020186, 'CCx': 0.9638200116724714, 'WP': 32.49498153294086, 'Kcb': 1.000473209316776, 'HI0': 0.5180671430616615, 'a_HI': 4.201721655486342, 'Zmax': 2.1872128636893815}"
51,18,Irrigation,80.58543658388326,116.54499360828166,-0.15670658469545828,0.4803997999692517,withoutET_full_data,"{'SMT1': 30.00049793166522, 'SMT2': 63.29917061192498, 'SMT3': 61.71558554340063, 'SMT4': 58.67755767228254, 'CCx': 0.9335209956776296, 'WP': 30.993130681316853, 'Kcb': 1.0000472361581445, 'HI0': 0.5491380605597651, 'a_HI': 1.9839347175820117, 'Zmax': 1.5910423685081003}"
52,18,Yield,2.394406184218189,3.474200944224371,-0.6969861101070025,0.3957011403223812,withoutET_full_data,"{'SMT1': 30.00049793166522, 'SMT2': 63.29917061192498, 'SMT3': 61.71558554340063, 'SMT4': 58.67755767228254, 'CCx': 0.9335209956776296, 'WP': 30.993130681316853, 'Kcb': 1.0000472361581445, 'HI0': 0.5491380605597651, 'a_HI': 1.9839347175820117, 'Zmax': 1.5910423685081003}"
53,18,ET,70.76860663328655,86.617940531711,-1.2282670645534446,-0.06558404825040863,withoutET_full_data,"{'SMT1': 30.00049793166522, 'SMT2': 63.29917061192498, 'SMT3': 61.71558554340063, 'SMT4': 58.67755767228254, 'CCx': 0.9335209956776296, 'WP': 30.993130681316853, 'Kcb': 1.0000472361581445, 'HI0': 0.5491380605597651, 'a_HI': 1.9839347175820117, 'Zmax': 1.5910423685081003}"
54,19,Irrigation,90.156088129749,125.36768256706438,-0.33846543107025995,0.437634586266935,withoutET_full_data,"{'SMT1': 32.033926893468944, 'SMT2': 53.491543881349045, 'SMT3': 53.185237125071865, 'SMT4': 60.0, 'CCx': 0.9118776487053684, 'WP': 31.33191773779551, 'Kcb': 1.0081215894210784, 'HI0': 0.5499104177286677, 'a_HI': 9.28177989458506, 'Zmax': 1.9654854054369484}"
55,19,Yield,2.253297169929368,3.1972703713999917,-0.43723288603474764,0.4461217772604325,withoutET_full_data,"{'SMT1': 32.033926893468944, 'SMT2': 53.491543881349045, 'SMT3': 53.185237125071865, 'SMT4': 60.0, 'CCx': 0.9118776487053684, 'WP': 31.33191773779551, 'Kcb': 1.0081215894210784, 'HI0': 0.5499104177286677, 'a_HI': 9.28177989458506, 'Zmax': 1.9654854054369484}"
56,19,ET,69.86958939122513,86.9142307032132,-1.2435374071287457,-0.07645489252683134,withoutET_full_data,"{'SMT1': 32.033926893468944, 'SMT2': 53.491543881349045, 'SMT3': 53.185237125071865, 'SMT4': 60.0, 'CCx': 0.9118776487053684, 'WP': 31.33191773779551, 'Kcb': 1.0081215894210784, 'HI0': 0.5499104177286677, 'a_HI': 9.28177989458506, 'Zmax': 1.9654854054369484}"
57,20,Irrigation,89.00289071835104,125.26069001670855,-0.33618183263370405,0.4713966096858604,withoutET_full_data,"{'SMT1': 32.088039094758535, 'SMT2': 63.84324624395984, 'SMT3': 65.0, 'SMT4': 48.66300886057644, 'CCx': 0.9428406240311056, 'WP': 30.1609458489148, 'Kcb': 1.0023691012061768, 'HI0': 0.5442878533985113, 'a_HI': 2.251687522699262, 'Zmax': 2.24192392305175}"
