Iteration,SMT1,SMT2,SMT3,SMT4,CCx,WP,Kcb,HI0,a_HI,Zmax,Fitness
1,30.0,54.849126692594204,55.4820292800333,41.66545993136925,0.9472082910794403,34.49116525937417,1.0104523629525515,0.5134689248279307,6.374173396616205,2.1871577847848602,1.8574933255414072
2,32.20656617562163,50.253864040790276,64.16523218626011,51.79858915853234,0.9482418426445558,32.170459176529626,1.0007216278680977,0.549754567059227,3.032696765292065,1.7030418880884863,1.75267790091398
3,33.420929426478175,55.70958790733217,53.72963488271521,35.79413404635983,0.9415065285200166,31.77595655718086,1.0,0.5409056444280278,6.557099641634617,1.856236343694468,1.8415352108766814
4,30.0,50.043899062528745,64.91401986341562,59.898439615623104,0.974135642831546,30.565185168063945,1.000016010329805,0.55,9.624725878943666,2.1159134000698345,1.7378195840759423
5,30.05010273897847,50.35730436509155,52.300854347994196,60.0,0.9654504439165946,34.618913546630985,1.000125429262859,0.49266175737717,5.40843953806232,2.0762151820079633,1.804250428895715
6,30.08837283647158,50.0,50.0,30.288136164767227,0.9799924925717061,30.821851178816974,1.0,0.5390908400756846,0.5,1.422149382850237,1.7593219081471547
7,30.0,51.96688127437461,50.46819090497927,56.32567500951692,0.9799518010666035,30.146708724491297,1.0021767103872496,0.55,7.5613315787643,2.0250153592232967,1.7432321961554864
8,30.02321560301771,55.06426956656188,51.369064962030826,51.92529992717531,0.9239695091479807,31.14115122671311,1.0073384721788459,0.5486466157420933,6.549038740825344,1.2539452475313448,1.788438988860241
9,30.07880643311589,65.0,50.043542690315,39.66445646907859,0.9799857709081796,31.886886367489154,1.0000225570061931,0.55,0.5,1.9873026962764597,1.8082280274804678
10,30.066089449744087,50.0,51.71604306284811,47.407660327446216,0.9241487928706207,31.525276313822896,1.000000038660103,0.55,5.432416588902826,2.2868736208723686,1.7876680938403404
11,30.0,51.37903631567641,51.549091896964775,59.91224358503648,0.9623434082605704,34.16218703290919,1.0009171113883544,0.4984283918479578,5.764700039566206,1.902108287397466,1.808753655152765
12,30.0,50.55155379889024,63.8718724916278,30.0,0.979994324538695,31.16480907151644,1.0000011081979403,0.5499999314066223,0.5,1.3590856129130362,1.7972561327398215
13,30.0293465876266,50.03131339235812,50.55554570054462,54.74542833264688,0.9596100760188109,30.435804361684877,1.007436307271875,0.55,8.246411121383376,2.4590733781666905,1.7441808388608733
14,30.027441836008276,50.61700489777411,51.725643939918875,49.28284763480976,0.9463872996800173,30.307667377710718,1.0195435758684326,0.55,2.672015668088003,2.1381185242125906,1.7922672406051636
15,31.388368141225566,52.50968787653502,51.31427272217666,40.91942701767425,0.98,31.019787519675805,1.0000001969135905,0.5366058938265915,8.95902539343463,1.8678067289769305,1.7718871475344984
16,30.048028507987073,57.85366382644171,50.000444422458365,38.860014529109954,0.98,30.878157597488524,1.0,0.5499968267521393,8.986785380706525,2.146762197893704,1.79827250043222
17,32.014033473440094,54.296156538344135,57.72295227082707,45.13877682584502,0.9757103233769481,30.03792803449416,1.0006906085342637,0.55,2.130499823736774,1.4560316364872805,1.7868102952693135
18,30.071600293912706,51.9341888176731,57.66290390795945,49.41757558014093,0.98,31.423634846736302,1.0,0.5499993447877928,2.7737542255846996,1.233806200228895,1.7794726290845986
19,32.095197412706604,50.661093009919455,50.11990348760212,59.847414521897605,0.9044455565250928,30.838560185881924,1.0068449152623002,0.5498584974797461,9.997443974931713,1.8120212388837684,1.788268624319895
20,30.029235701434878,63.80458377856167,64.27794571434208,50.69947745389455,0.9733541929242363,32.52533957635393,1.0000152918235692,0.5470929401212158,9.948836062118767,1.8410985101936777,1.8033463185287817
21,30.000416909042617,65.0,50.533804787477436,40.79704220121814,0.9677169726155401,33.44907500637633,1.0,0.5337290026589809,8.840301146371266,2.079684124955612,1.8297565231351056
22,31.096157878062307,62.71366555698141,64.8786267115206,59.82541449177279,0.9669789392207294,30.508351927778495,1.000000578179837,0.5444939688661284,2.568919113250239,1.2502186971731286,1.7944338235105992
23,32.036533054222694,50.16965134866683,53.82235721952062,56.316878699031626,0.923338105380748,31.197791483540577,1.000002343935665,0.55,0.6672715465510337,1.8507697617149936,1.7479537595853523
24,30.054709723827038,50.39725481960097,59.01404785533274,41.59849576440645,0.9799996414814979,30.384825722919942,1.0,0.5490601710453177,9.423992870317237,1.5689841867151921,1.7390319944145958
25,30.054722341040982,50.0,50.0,60.0,0.9715661757706388,32.06603100414865,1.0,0.55,4.167464222272586,2.1003642782275147,1.774201352901469
26,32.95898703105092,51.8059161718785,50.0,59.84523834703309,0.98,30.042877113995246,1.0,0.55,9.999644913655086,1.972609659189258,1.7596481813079603
27,30.108373027625685,50.80369653073198,56.153764606250725,43.08509407022374,0.9728132778194761,30.403387018141352,1.0,0.5498115929743459,1.9868411609353875,1.7637561408849685,1.7433784978016926
28,30.078407718793486,57.48401570179345,63.691395650696656,48.363733882084546,0.9437683719894359,31.215427991234208,1.0,0.5446362268405237,6.770952539576508,2.254479857922673,1.7493511305329967
29,31.236012131568753,53.294404559910866,52.311860088549665,57.332602730221915,0.98,31.018291412503377,1.000543329962049,0.55,3.4015818135861577,2.000966152588106,1.7639324318814644
30,30.0,59.00124028547839,62.187451303298104,43.900898100558415,0.9798602604600087,30.08532318166341,1.0,0.55,5.133758883353294,1.2510004387115103,1.7774739105226924
